message_id,project_id,content,reason,confidence,created_at,feedback,user_id,context_id,content_type,image_url
4a7153c6-8df7-4709-9a82-14badf297b16,1185d5c6-5703-443c-b64d-6bd632cb7e38,Ur so ridicuus about other peoples bussiness u should have just left chat and let them do them,Content flagged for Harassment,81,2025-09-28 01:44:42.145301+00,,D6BAE6944F1D1D14,300346_Room,text,
3e5f7829-da23-4478-9426-25ceb741d83c,1185d5c6-5703-443c-b64d-6bd632cb7e38,I'm going to say no okay I love you though Even if I might die as long as you know I love you,Content flagged for Self-Harm,82,2025-09-28 01:45:44.043881+00,,1A84FCF433702A43,300346_PM,text,
c998b860-1c8f-4ab8-bd07-ed50f3acd457,1185d5c6-5703-443c-b64d-6bd632cb7e38,Shes not annoying shes js dmb,Content flagged for Hate and Discrimination,81,2025-09-28 01:52:17.827104+00,,D6BAE6944F1D1D14,300346_PM,text,
42a9b8a4-bd9d-4fd6-8e43-bb00dd8cf3ea,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Pm if your romantic...,Suggestive content.,80,2025-10-07 01:28:06.156257+00,,250B708EABEA0038,Global,text,
b9607f2e-e91b-42b4-a2b1-3d73f82a8da7,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Colton: Colton Gets Off player At The Bakery Not Hurting Anyone And Not Hard -:,"Suggestive content, potentially inappropriate for under 12s.",80,2025-10-09 01:42:42.045525+00,,DC6CC40384DC367C,Room_349832HorsingAround,text,
940629db-618e-4ad9-9171-28ae380b925d,1185d5c6-5703-443c-b64d-6bd632cb7e38,i'm dead,Content flagged for Self-Harm,85,2025-10-09 01:42:45.615521+00,,840837E1844B2B70,300363_PM,text,
ec17745f-5e67-4924-b9fc-5d55b591433c,abd05de6-468e-4f6c-9c14-bff3e4934e2a,omfgareukiddinme,Severe profanity,80,2025-10-09 01:44:54.978118+00,,ED5099A671334A39,Global,text,
785cebf0-542f-44ca-b93d-b73b4a42e87f,1185d5c6-5703-443c-b64d-6bd632cb7e38,I hate ppl,Content flagged for Hate and Discrimination,92,2025-10-09 01:45:00.664714+00,,78C7B222CF0B21FB,300363_Room,text,
6ed1681e-fa10-4fcb-844b-138bea0206e0,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Like is u easy,Suggestive content.,80,2025-10-09 01:45:01.609897+00,,C5379452044F5C4,PM_Bear Prince9807_Quinn Dazzler6996,text,
6366d04e-8ef5-4b0f-bf4e-9bbd02d4db80,1185d5c6-5703-443c-b64d-6bd632cb7e38,I h8 ppl sm,Content flagged for Hate and Discrimination,93,2025-10-09 01:45:08.166855+00,,78C7B222CF0B21FB,300363_Room,text,
16e33858-44ba-462d-be30-0805000aa142,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"I'm running away, do U want to come?",Suggestion of self-harm/danger.,90,2025-10-09 01:45:50.086472+00,,197D2DBA6EDBBAA3,Room_957326Wild rp!,text,
848643cd-d51a-43ab-894e-df69a80c776a,abd05de6-468e-4f6c-9c14-bff3e4934e2a,If u touch player kiss u will regret,Suggestive content.,70,2025-10-09 01:46:26.78009+00,,123F36ED766CBB8D,PM_Forever Moon1251_Silver Star8055,text,
f75a7613-c1e0-4989-9029-7b555328a797,abd05de6-468e-4f6c-9c14-bff3e4934e2a,I'm running away do U want to come with me,Suggests self-harm/dangerous activity.,90,2025-10-09 01:46:27.361385+00,,197D2DBA6EDBBAA3,Room_957326Wild rp!,text,
86de1ab5-47a0-448a-86d6-c46e4f75ab90,abd05de6-468e-4f6c-9c14-bff3e4934e2a,:0 ungrateful German rat -.-,Insulting and derogatory language.,90,2025-10-09 01:46:27.890632+00,,DEF19278970BCD9,Global,text,
e7a49fe0-653c-4ca1-a4ff-ac72b99f6ab2,abd05de6-468e-4f6c-9c14-bff3e4934e2a,player litterally Harasses people,Harassment is a violation of the policy.,80,2025-10-09 01:46:30.770673+00,,6392DD00246261E4,Global,text,
7446a4f4-b076-428a-952d-672dc0fe9c23,abd05de6-468e-4f6c-9c14-bff3e4934e2a,You will be removed from game if u speak on here again,"Threatening language, potentially harassing.",80,2025-10-09 01:46:47.030333+00,,123F36ED766CBB8D,PM_Forever Moon1251_Silver Star8055,text,
ad34570b-9efa-48f0-82d4-53add1763182,1185d5c6-5703-443c-b64d-6bd632cb7e38,yo bugueo mi personaje para que me de capitulos gratis sin tener que Aser nada,Content flagged for Dangerous and Criminal Content,97,2025-10-09 01:47:05.260457+00,,840837E1844B2B70,300363_PM,text,
efede7f7-66b0-4be5-bc9b-91ab09c46588,1185d5c6-5703-443c-b64d-6bd632cb7e38,Not that kind of horn at you idiot,Content flagged for Harassment,88,2025-10-09 01:49:25.181432+00,,12DC26D8D2953BAE,300363_Room,text,
7620dd35-c54f-42ba-b76c-a68fb44c1741,abd05de6-468e-4f6c-9c14-bff3e4934e2a,-she licks the tip and looks into his eyes while eating,Sexually suggestive content.,90,2025-10-09 01:52:11.119595+00,,156FA3D475620704,PM_Daisy Jet9184_Jasmine Walker6510,text,
3be32de0-aa1d-4e0f-bb4f-fe2b79004ced,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Nero: No one likes u dude,Harassment,70,2025-10-09 01:52:18.073398+00,,77350353E61BAEE9,PM_Paige Everly5731_Melody Angel6266,text,
49080138-9777-4deb-b071-b01e10d226cf,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Astrid: how is it fine? I feel like there is not point in life,"Content expresses suicidal ideation, which is inappropriate for under 12s",80,2025-10-09 01:53:00.020488+00,,E850E15BB11B32DA,Global,text,
19d19435-05a1-4d5c-8bbe-de67778cc4fc,abd05de6-468e-4f6c-9c14-bff3e4934e2a,I would join but I don't make that much cp...,"The term ""cp"" is a highly inappropriate and sexually suggestive abbreviation, violating",100,2025-10-09 01:53:00.203905+00,,F7B198518BF39690,PM_Phoenix Sunset9541_Sunset Passion5577,text,
7bc37a1b-8671-4a8f-bcce-fe92288cd8ef,abd05de6-468e-4f6c-9c14-bff3e4934e2a,SOMEONE CALL THE MENTAL HOSPITAL,"Suggestive of self-harm or mental distress, which is inappropriate for under",80,2025-10-09 01:53:07.725216+00,,3393AD74F306B318,Global,text,
8d4ea76d-528a-439f-894b-0b3ff8790e31,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Astrid: I feel like there is no point in life now,"Content expresses suicidal ideation, which is inappropriate for under 12s",80,2025-10-09 01:53:55.524023+00,,E850E15BB11B32DA,Global,text,
2f062229-9213-494f-ad9d-8c19d3c54968,abd05de6-468e-4f6c-9c14-bff3e4934e2a,James: ( he also sent their text to the entire s cool so they could see how mean she was),Sharing private messages publicly can be considered harassment and is not appropriate for under,80,2025-10-09 01:55:35.29322+00,,9AD170B683394BDC,PM_Rain Pretty0555_Dragon Rose2780,text,
ca8f1c26-8ceb-4e39-b972-e7740393b37c,abd05de6-468e-4f6c-9c14-bff3e4934e2a,player : kind smart sweet pretty looking for a mate),"Seeking a ""mate"" is suggestive and inappropriate for under 12s",80,2025-10-09 22:17:49.428374+00,,B13DF16521D6D6DE,Room_351478WildHorses,text,
74b87e10-f3b4-4a13-9c52-23fbff313050,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Sleeps with her,Sexually suggestive.,80,2025-09-23 21:27:20.993116+00,,E3C896F3B9A49A03,Room_052185PonyRoom,text,
55c493a6-a4c7-4f06-aede-30b81c94b8fd,abd05de6-468e-4f6c-9c14-bff3e4934e2a,-She licked-,Sexually suggestive content.,80,2025-09-23 21:27:39.7113+00,,D8CCCFCE2D8167A3,Room_167909WildandFree,text,
5a0c532f-e749-414e-b128-fe9817a5a75e,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Lick,Suggestive content.,70,2025-09-23 21:28:04.921947+00,,D8CCCFCE2D8167A3,Room_167909WildandFree,text,
ad170d9a-42d5-45da-90a4-fb45a2e9feb8,abd05de6-468e-4f6c-9c14-bff3e4934e2a,This is why I don't friend females,Hate speech.,80,2025-09-23 21:28:06.656684+00,,A96AA552C52F62C4,Room_330864PrancingHorses,text,
781d723a-a715-442f-a150-e1cfc66b29cb,abd05de6-468e-4f6c-9c14-bff3e4934e2a,He throws up all over her-,Sexually suggestive content.,100,2025-09-23 21:29:19.475629+00,,CF10C9CE2F9213A1,PM_Hazel Heart3267_Ace Bandit7916,text,
fe0a826b-ce36-49ad-b3b5-7eba50716241,abd05de6-468e-4f6c-9c14-bff3e4934e2a,I mean if she learns to know a man who searches for children...,Suggestive content implying child exploitation.,70,2025-09-23 21:30:29.703402+00,,3FE9FB0291741D12,PM_Angel Glow6695_Quinn Burns7908,text,
7c9d436e-8434-420c-92a4-896bd7896836,abd05de6-468e-4f6c-9c14-bff3e4934e2a,I'm breaking,Self-harm content.,80,2025-09-23 21:33:27.169682+00,,8FB587CF29330114,Global,text,
5e878ca7-4d17-4b86-aa59-63a8f3f17369,abd05de6-468e-4f6c-9c14-bff3e4934e2a,PM me if you are a boy PLS!!!,Soliciting personal information.,80,2025-09-23 21:33:49.219211+00,,4BEE898621D7B906,Global,text,
03234518-300e-43b5-97e5-193f7e8e417a,1185d5c6-5703-443c-b64d-6bd632cb7e38,are you a stup1d?,"Content flagged for Hate and Discrimination, Harassment",98,2025-09-23 21:35:14.202023+00,,528A941664EF0CE9,300346_PM,text,
1d05f7b3-5def-4970-bcc3-2706b8e4b18a,abd05de6-468e-4f6c-9c14-bff3e4934e2a,im a girl 15,Personal information (age).,90,2025-09-23 21:35:41.156967+00,,4BEE898621D7B906,PM_Radner Diva6726_Jasmine Hazel0676,text,
0a05c9db-f6d1-4033-83fe-a4f1c7e1eb11,1185d5c6-5703-443c-b64d-6bd632cb7e38,es un hijo de pu,Content flagged for Hate and Discrimination,96,2025-09-23 21:37:22.658673+00,,3DFF63BB70FEFFA9,300346_PM,text,
a4717e72-5d30-4f19-92a1-bef3f54524fa,1185d5c6-5703-443c-b64d-6bd632cb7e38,es un hijo de p u t a,"Content flagged for Hate and Discrimination, Harassment",99,2025-09-23 21:37:53.078008+00,,3DFF63BB70FEFFA9,300346_PM,text,
ab9a26d5-21d1-4128-b15a-edc54007d2c4,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Chinese people eat dogs,Hate speech.,90,2025-09-23 21:39:33.745943+00,,88DE67E2F4DA3101,Global,text,
579b05cd-e004-4aab-97b7-db4794efb6de,abd05de6-468e-4f6c-9c14-bff3e4934e2a,eat dogs,Severe profanity.,100,2025-09-23 21:39:49.295714+00,,88DE67E2F4DA3101,Global,text,
d544cce0-1546-4c51-8757-6152c88e6148,abd05de6-468e-4f6c-9c14-bff3e4934e2a,a lot of gy s in hrt,Severe profanity.,90,2025-09-23 21:44:47.793488+00,,88DE67E2F4DA3101,Global,text,
e1a8003e-a580-4ce9-a4b7-2d94a5fa38ac,1185d5c6-5703-443c-b64d-6bd632cb7e38,Wait I love you I'm going to say no okay I can't lose you ever even if that means I might die okay Love you,Content flagged for Self-Harm,93,2025-09-28 01:44:54.309492+00,,1A84FCF433702A43,300346_PM,text,
fd0ac74c-8179-49cf-a661-3eadf8bd129a,1185d5c6-5703-443c-b64d-6bd632cb7e38,mind: im doomed and alone and in pain and im gana die without help;(,Content flagged for Self-Harm,99,2025-09-28 01:48:45.514548+00,,4C141AA2FA4BAB2C,300346_Room,text,
510b004e-ea6c-4055-afd8-f835f9077640,1185d5c6-5703-443c-b64d-6bd632cb7e38,Bat sh3t up i bet ur a adult,Content flagged for Harassment,80,2025-09-30 02:40:29.069692+00,,CFD862E0B6D21A69,300346_Room,text,
6b70fa08-4cdb-4a7d-872a-db0025c624e8,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Cop:- ok well there's a lot of creeps and a missing child so take it off,"Mentions of ""creeps"" and ""missing child"" could be frightening",80,2025-09-30 02:40:38.497305+00,,ABBE8A7656FEC91B,PM_Phoenix Legend1439_Bella Ash9040,text,
bf66df01-4b0d-4825-802f-47349be30775,abd05de6-468e-4f6c-9c14-bff3e4934e2a,ion feel loved i feel like a burden. unwanted,"Expresses feelings of being a burden and unwanted, which can be interpreted as",80,2025-09-30 02:40:46.044828+00,,5D37CB1AB1676A7,Room_498169HappyHooves,text,
48ea18ad-208a-40c2-8c4e-06e7946fcea5,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"saying ""Come desidero il bacio della m0rt e"":-","Content expresses a desire for death, which is inappropriate for under 12",100,2025-09-30 02:41:28.500792+00,,3BF6FD8DCEB37583,PM_Ace Bandit9739_Violet Sky4196,text,
3b462687-7e50-4131-9512-0d8aada37a87,abd05de6-468e-4f6c-9c14-bff3e4934e2a,We could munch on her,Suggestive content.,80,2025-09-30 02:41:45.030844+00,,64D45374B9B5A68,Room_003878PonyRoom,text,
6a42458c-3b22-4b2d-8bb9-73c1adfa34a9,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"I give up with cp, sigh","""cp"" is a common abbreviation for child pornography, which is highly inappropriate",100,2025-09-30 02:43:10.091739+00,,9A66C49D8E7FD20,Global,text,
62aa3cb0-9c2d-4d73-8fb5-24f8eae5fba7,1185d5c6-5703-443c-b64d-6bd632cb7e38,very white in here,Content flagged for Hate and Discrimination,85,2025-09-30 02:46:08.530884+00,,7E47DF9D36B9E168,300346_Room,text,
e3baaf64-993d-4776-99cd-b640485a4366,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"EWWW- I got a pm saying ""touch my-",Suggestive content.,90,2025-09-30 02:47:37.124389+00,,30F590A9157D2A0F,PM_Bubbles Prince7347_Ace Bandit7916,text,
b95d6b3c-0d7c-474d-8027-b6a05034d04d,abd05de6-468e-4f6c-9c14-bff3e4934e2a,She grabbed the cup throwing it at the cop hitting him-,Violence against authority figure.,70,2025-09-30 02:49:24.926539+00,,196C3C432F85C4E5,PM_Bella Ash9040_Phoenix Legend1439,text,
7f30d4ff-5a42-488c-bc2d-bc8e873d946d,abd05de6-468e-4f6c-9c14-bff3e4934e2a,How did you like my CP?,Sexually explicit or suggestive content,100,2025-09-30 02:49:41.374969+00,,6805F282D0825CF3,PM_Amber Skylar5673_Autumn Ash4252,text,
0aad84b0-325e-4140-aab6-0e169d1dd158,1185d5c6-5703-443c-b64d-6bd632cb7e38,SHHHHH tHe JaLApenOs Are slEepInggg,Content flagged for Hate and Discrimination,98,2025-09-30 02:51:40.264401+00,,67DE07E94FEE2916,300346_Room,text,
206abcde-3885-4e63-a6a8-c05e9acd1da5,abd05de6-468e-4f6c-9c14-bff3e4934e2a,On her body-,"Incomplete sentence, but the start ""On her body-"" is suggestive and",80,2025-09-30 02:55:44.970793+00,,9B4CDC1CC0860890,PM_Royal Phoenix7020_Ace Bandit7916,text,
5767aa80-1270-4680-8626-907f7459e36b,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Eh what ever... she s a b1 anyway,Profanity and insult.,80,2025-09-30 02:56:55.051294+00,,F2BD6371BF754A4B,PM_Pumpkin Pie8323_Summer Faith1293,text,
009460a9-46dc-4c04-9109-8b9f623cbf38,abd05de6-468e-4f6c-9c14-bff3e4934e2a,GO AWAY YOU WIn,Severe profanity,80,2025-09-30 02:57:09.669684+00,,E383E05F1329BB68,Room_043342PonyRoom,text,
f877f2a0-dc3c-4057-bc9b-e95266eb277b,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Pm me for wild rp,Suggestive content.,70,2025-09-30 03:00:11.00039+00,,24C6A3DA88BE1210,Global,text,
d47c7629-b8eb-4a77-9155-65bca0b00891,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Omfg,Severe profanity,80,2025-09-30 03:00:35.845043+00,,1A131EF73EAE11A9,Global,text,
01a7f052-950b-4c0f-b9b8-ed04fb08786d,1185d5c6-5703-443c-b64d-6bd632cb7e38,can i jump off,Content flagged for Self-Harm,99,2025-09-30 03:00:50.420557+00,,FEECB8CCB6D5E711,300346_PM,text,
3a345982-4b5a-47f6-b30b-8d5ab9f47b98,abd05de6-468e-4f6c-9c14-bff3e4934e2a,New hot mare with scars comes in,"Suggestive content (""hot mare"") is inappropriate for under 12s",80,2025-09-30 03:00:54.797828+00,,22FC9BA79BD0EE9,Room_296728WILD RP JOIN PLZ,text,
e9d4a292-d1c8-4349-9068-7d35d46f361c,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"-And grabbed the wEaSel's leg, slamming em vı0lEntlY into da ground.>","Violent content, inappropriate for under 12.",80,2025-10-16 01:38:25.341469+00,,F6881382ECA5F51C,PM_Wolf Hunt1730_Sky Berry4056,text,
14d84e07-aea9-417f-b75d-5b79602692dd,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"And break bones, but I do not feel it",Content describes violence and potential self-harm.,80,2025-10-18 04:15:27.442232+00,,5911B1B349E35E2E,Room_814510HumbleHorses,text,
c59b1aa0-98ad-42af-9a7e-8fc903ae0424,abd05de6-468e-4f6c-9c14-bff3e4934e2a,and second of all my mom hat3 s me,Mentions self-harm/abuse.,80,2025-10-18 04:15:43.674889+00,,D2E9AFE7EE5E92EF,PM_Royal Knight2051_Storm Cloud8984,text,
4a5b1b4b-7c6e-4736-a780-68fc5d4b7dbe,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Spreads my legs-,Sexually suggestive content.,100,2025-10-18 04:16:37.385074+00,,9B4CDC1CC0860890,PM_Royal Phoenix7020_Summer Divine1035,text,
a24e6037-0317-444b-a50c-be9aa4c2303e,1185d5c6-5703-443c-b64d-6bd632cb7e38,Yr rude yr rude ur rude yr rude,Content flagged for Harassment,74,2025-10-18 04:17:27.088576+00,,6EEBCBE1EC69F74E,300363_PM,text,
35bbbe6d-642c-406f-9bf2-febb56f8687f,1185d5c6-5703-443c-b64d-6bd632cb7e38,go for venea baby sin,Content flagged for Sexual,99,2025-09-30 03:01:14.229364+00,,66D635EAD44C798D,300346_Room,text,
0e84ef89-4fb8-4696-b187-9ba85ab718de,abd05de6-468e-4f6c-9c14-bff3e4934e2a,idontwannabehereanymore.,Self-harm ideation.,90,2025-09-30 03:03:05.474611+00,,45B2E62ED658EFA0,PM_Purple Rain3071_Lilly Rose7559,text,
179d63ee-2f02-480c-9bef-662786987a91,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Can the rp be were u buy me from my boyfriend??..,Suggestive content.,80,2025-09-30 03:04:59.026532+00,,5B73FA541FA3988A,PM_Legend Destiny5744_Diamond Moon2673,text,
e65b35e2-ec40-41b8-891f-f4aa7668abe4,abd05de6-468e-4f6c-9c14-bff3e4934e2a,i dont care that milky only gonna live for 5 more yrs,Discussing a pet's limited lifespan in a flippant manner could be upsetting to a young child.,80,2025-10-01 02:01:41.328272+00,,FCB6043129DF7DC8,Room_540195ValiantHorses,text,
6ebaffb1-7c0e-4654-97ac-fa3aa9232635,abd05de6-468e-4f6c-9c14-bff3e4934e2a,fuckyounyourredbulls,Severe profanity,100,2025-10-01 02:02:48.329188+00,,B96EB3E213484D71,Global,text,
8a483a9c-c13c-42d5-8a2e-52d49847aff8,abd05de6-468e-4f6c-9c14-bff3e4934e2a,will u give me head,Sexually explicit content.,100,2025-10-01 02:03:57.426776+00,,C406C177105EE51E,PM_Rosie Gold5052_Jasmine Walker6510,text,
2ed390a8-03bb-4603-8eb5-d3373eca6f24,abd05de6-468e-4f6c-9c14-bff3e4934e2a,make out,Suggestive content.,80,2025-10-01 02:06:45.294612+00,,C406C177105EE51E,PM_Rosie Gold5052_Jasmine Walker6510,text,
4cbe5c8f-3689-47d9-8303-3b6199bd496f,abd05de6-468e-4f6c-9c14-bff3e4934e2a,He opened the door to the hotel and picked her up and took her to the room-;,"Suggestive content, implies sexual activity.",80,2025-10-01 02:07:14.172648+00,,156FA3D475620704,PM_Daisy Jet9184_Violet Ace1852,text,
7df6445e-6930-4ecb-8ec7-c7e6404f1bcc,1185d5c6-5703-443c-b64d-6bd632cb7e38,оуоуоуооуоковоовововооаововоовововоововоововооввооввоовоыовововоовововшпосгагагммггмгмгммгпнгсосомгсргргпгргпгпгпгпнпнпгпгпгпгппггпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгпгппггпгргпгпгппггп анананаеае,Content flagged for Profanities,80,2025-10-01 15:20:08.134746+00,,9D4CEA5F315A6BB,300346_PM,text,
f822824e-42b9-4939-abba-dc56b561c91e,abd05de6-468e-4f6c-9c14-bff3e4934e2a,L: my husband is a child,"Suggestive content. The phrase ""my husband is a child"" can be interpreted as sexually suggestive or inappropriate, especially given the policy to keep content appropriate for under 12-year-olds.",80,2025-10-01 15:20:53.037612+00,,CF10C9CE2F9213A1,PM_Hazel Heart3267_Spider Heart7195,text,
6220dbe6-6f04-458a-9424-e4c118759628,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Pm me for wild rp,Suggestive content.,70,2025-10-01 15:21:57.637472+00,,48A388585973AE7,Global,text,
b38e931a-8007-454b-8a9a-1982d2e79cfa,abd05de6-468e-4f6c-9c14-bff3e4934e2a,who deed himself cause of a character,Mentions self-harm.,80,2025-10-01 15:22:20.241351+00,,B6B769F0A4CBA2F5,PM_Feather Paradise8921_Celine Hawk5325,text,
a4a0baf1-cc5c-4642-8bdf-7becbe8665d6,1185d5c6-5703-443c-b64d-6bd632cb7e38,Aliyax is been a bit of a gip,Content flagged for Hate and Discrimination,97,2025-09-28 01:48:47.502359+00,,D6BAE6944F1D1D14,300346_Room,text,
73b155f9-d71e-44ee-8899-ef1fdc648d22,1185d5c6-5703-443c-b64d-6bd632cb7e38,Cod fans (a dying <R>),Content flagged for Hate and Discrimination,83,2025-09-28 01:49:25.498815+00,,55938C30492BDBFB,300346_Room,text,
d4f3fa62-8367-4618-8701-060f5d0b0fdd,abd05de6-468e-4f6c-9c14-bff3e4934e2a,We should eat her..,"Threatening language, inappropriate for children.",100,2025-09-30 02:40:36.120432+00,,64D45374B9B5A68,Room_003878PonyRoom,text,
12584883-0814-4034-9b04-eb6a2140f314,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"saying ""Come desidero il bacio della morte"":-","""Bacio della morte"" translates to ""kiss of death,"" which is",80,2025-09-30 02:41:01.135848+00,,3BF6FD8DCEB37583,PM_Ace Bandit9739_Violet Sky4196,text,
2655d87e-6fd9-47f4-ae8c-d85969c0180a,abd05de6-468e-4f6c-9c14-bff3e4934e2a,ДОЛБАНЫИ Тдевять!,Severe profanity.,90,2025-09-30 02:41:46.007337+00,,DC092647469C3D73,PM_Ace Dragon5542_Winter Wolf7520,text,
229ebeff-72a1-4dfa-866e-b1e1b02b1aa7,abd05de6-468e-4f6c-9c14-bff3e4934e2a,"""Hope u don't like ur left ear that much"" .:slice:. :o","Threatening language, even if implied, is inappropriate for under 12",80,2025-09-30 02:41:58.37637+00,,7D474E296D7D988F,PM_Miracle Power2541_Wolf Blossom9398,text,
d0eb3ea7-3736-490f-82b4-043ab8bd8cc7,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Is cutting off ears normal?,Mentions self-harm.,80,2025-09-30 02:43:00.887416+00,,53341141E0A9E6FB,PM_Wolf Blossom9398_Miracle Power2541,text,
505a0f6a-ef1e-459f-a76b-6da8fc85243c,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Is cut ear off normal ?,Content discusses self-harm.,80,2025-09-30 02:43:14.795954+00,,53341141E0A9E6FB,PM_Wolf Blossom9398_Miracle Power2541,text,
a2901fec-521d-408b-b4e3-e4514f1f1c09,abd05de6-468e-4f6c-9c14-bff3e4934e2a,SO GUYs I WANT A MYTHICAL WHISTLE SO I CAN BREED So WHO WANTS RACE TICKETS,"""Breed"" is suggestive and inappropriate for under 12s.",80,2025-09-30 02:44:19.674583+00,,8A7CFFDAC609B434,Global,text,
4e0be578-49e5-4917-9fe5-d76db20a8241,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Ewwww- I got a pm saying touch-,"Suggestive content, potentially leading to harmful interactions.",80,2025-09-30 02:47:47.546302+00,,30F590A9157D2A0F,PM_Bubbles Prince7347_Ace Bandit7916,text,
5a7b2d02-7fe6-45ac-bef2-f53585f8a476,1185d5c6-5703-443c-b64d-6bd632cb7e38,Anyways i am goung to jump of the cliff,Content flagged for Self-Harm,99,2025-10-07 01:28:21.916487+00,,87D1571977CC2562,300341_Room,text,
4746c13f-450d-46f0-beb5-ce5cfa3afd3f,abd05de6-468e-4f6c-9c14-bff3e4934e2a,they want kids..,Suggestive content.,80,2025-10-07 01:34:08.069465+00,,9EC899E38C85C66C,PM_Candy Biscuit4680_Angel Diamond0140,text,
141340c3-d125-4441-9ff0-9477d40f6292,1185d5c6-5703-443c-b64d-6bd632cb7e38,I HAVE 5 MINUTES TO LIVE -points at giant g4sh in ribcage-,Content flagged for Self-Harm,97,2025-10-07 01:35:23.068602+00,,CF912ACBBF32906B,300363_Room,text,
32983128-3207-47a5-9ac1-40e4f879e239,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Omg! Im almost 14,"User states they are almost 14, which is outside the under",80,2025-10-07 01:35:44.128289+00,,250B708EABEA0038,PM_Nora Hope1246_Scarlett Silver4916,text,
e599d319-7030-4a2b-ada6-378b1be24604,1185d5c6-5703-443c-b64d-6bd632cb7e38,-d13s of (ketchup) loss-,Content flagged for Profanities,80,2025-10-07 01:37:45.376657+00,,CF912ACBBF32906B,300363_Room,text,
b8eec0be-74ab-4e4f-9c49-670df037028b,1185d5c6-5703-443c-b64d-6bd632cb7e38,-p4ss3s 0ut and seems d34d-,Content flagged for Hate and Discrimination,90,2025-10-07 01:38:33.987029+00,,CF912ACBBF32906B,300363_Room,text,
fe2406de-1329-470d-b5e1-1ddf8d5171c1,abd05de6-468e-4f6c-9c14-bff3e4934e2a,thighs-,Suggestive content.,80,2025-10-07 01:38:51.431685+00,,C406C177105EE51E,PM_Rosie Gold5052_Sleeping Beauty2538,text,
04ab0c7a-c0b0-4b58-bb4d-f195ed8b2034,abd05de6-468e-4f6c-9c14-bff3e4934e2a,Hi baby,Suggestive content.,80,2025-10-07 01:38:51.870934+00,,852E31B59CFCAB50,PM_Jasmine Walker6510_Rosie Gold5052,text,
885acf94-d537-491b-92d5-7fe69e874d37,1185d5c6-5703-443c-b64d-6bd632cb7e38,I hvte my life,Content flagged for Self-Harm,88,2025-10-07 01:39:26.334551+00,,1B2D5A401AAC4375,300363_Room,text,
486557a0-0a68-48a1-9dac-c40314517b50,abd05de6-468e-4f6c-9c14-bff3e4934e2a,player:- Beats player up with a stop sign-:,"Depicts violence, even if stylized.",70,2025-10-07 01:39:28.724507+00,,F6ED6B031A1991CF,Global,text,
e7b39573-89b9-495d-a569-b1e44d763ccc,1185d5c6-5703-443c-b64d-6bd632cb7e38,I hvtv my life,Content flagged for Self-Harm,81,2025-10-07 01:39:37.494004+00,,1B2D5A401AAC4375,300363_Room,text,
425a5d6b-275f-4eef-bb5d-e2d92f68bfe7,abd05de6-468e-4f6c-9c14-bff3e4934e2a,I'm going to crash out.. go jump.,Suggestion of self-harm.,80,2025-10-07 01:41:00.216627+00,,F7C718D0D705689D,Global,text,